Yeh Company - Olayan money,IP,DMAM10_00_104-DMAM10_00_104_IP2,Basic_Vip,VIP,26.3272166,50.2033944,,,,,,0,CIRCUIT,0,--,--
SAMIS - PASSPORT,IP,ABHA-ABHA_IP1488,Basic,HAJJ,18.235394, 42.658558,,,,,,,0,CIRCUIT,0,--,--
MINISTRY OF WATER & ELECTRICITY (SC),IP,SAKA09_00_111-SAKA09_00_111_IP1,Basic_Vip,VIP,29.960291,40.201475,,,,,,0,CIRCUIT,0,--,--
SAUDI ELECTRICAL COMPANY (SC),IP,KLIJEAAG-KLIJEAAG_IP2,Basic_Vip,VIP,26.443056,50.086944,,,,,,0,CIRCUIT,0,--,--
MINISTRY OF INTERIOR-PUBLIC SECURITY,IP,MAKA23_21_102-MAKA23_21_102_IP2,Basic,HAJJ,21.353453999999999,39.985191999999998,,,,,,0,CIRCUIT,0,--,--
AL KHAYAT RED BRICKS,IP,BAHR92_00_301-BAHR92_00_301_IP1,Basic_Vip,VIP,21.4025,39.4311111111111,MUJAMMAH,JEDDAH,1,WESTERN,0,0,CIRCUIT,1,--,--
SAMIS - PUBLIC SECURITY,IP,MAKA23_11-MAKA23_11_IP96,Basic,HAJJ,21.3991222222222,39.8872694444444,,,,,,0,CIRCUIT,0,--,--
MINISTRY OF HEALTH (SC),IP,MAKKAH-MAKKAH_IP80,Basic,HAJJ,22.2732,39.8124,,,,,,0,CIRCUIT,0,--,--
ROYAL PALACE-KING ABDULLAH BIN ABDULAZIZ (SC),CBLS,MHMDKHYA-MHMDKHYA_CBLS2,Basic_Vip,VIP,21.6825,39.095,,,,,,0,CIRCUIT,0,--,--
SAMIS - PASSPORT,IP,ALAHSA-ALAHSA_IP91,Basic_Vip,HAJJ-VIP,24.12761, 51.56843,,,,,,,0,CIRCUIT,0,--,--
MODA-RSAF (SC),PLL,ABHA-TAIF_PLL3,Basic_Vip,VIP,18.297219,42.805464,,,,,,0,CIRCUIT,0,--,--
MINISTRY OF INTERIOR-CIVIL DEFENCE (SC),IP,MAKKAH-MAKKAH_IP1507,Basic,HAJJ,21.365828,39.885225,,,,,,0,CIRCUIT,0,--,--
